Server-Locale,Server-Response-Time,Server-Current-Load,IP-Locale,Last-Request-Time-Delta,Overloaded
Africa (AF),389,0,Africa (AF),3.0608608722686768,False
Africa (AF),417,0,Africa (AF),3.073274850845337,False
Africa (AF),484,0,Africa (AF),3.0850260257720947,False
Africa (AF),271,0,Africa (AF),3.097475051879883,False
Africa (AF),389,0,Africa (AF),0.10791921615600586,False
Africa (AF),417,0,Africa (AF),0.11830615997314453,False
Africa (AF),484,0,Africa (AF),0.1293799877166748,False
Africa (AF),271,0,Africa (AF),0.14193105697631836,False
Africa (AF),389,0,Africa (AF),0.1545867919921875,False
Africa (AF),417,0,Africa (AF),0.16480398178100586,False
Africa (AF),484,0,Africa (AF),0.1751391887664795,False
Africa (AF),271,0,Africa (AF),0.18756413459777832,False
Africa (AF),389,0,Africa (AF),0.20010805130004883,False
Africa (AF),417,0,Africa (AF),0.2105710506439209,False
Africa (AF),484,0,Africa (AF),0.22192692756652832,False
Africa (AF),271,0,Africa (AF),0.23257017135620117,False
Africa (AF),389,0,Africa (AF),0.24521803855895996,False
Africa (AF),417,0,Africa (AF),0.25676798820495605,False
Africa (AF),484,0,Africa (AF),0.2686347961425781,False
Africa (AF),271,0,Africa (AF),0.2790980339050293,False
Africa (AF),389,0,Africa (AF),0.28957319259643555,False
Africa (AF),417,0,Africa (AF),0.30008912086486816,False
Africa (AF),484,0,Africa (AF),0.31079697608947754,False
Africa (AF),271,0,Africa (AF),0.322329044342041,False
Africa (AF),389,0,Africa (AF),0.3326139450073242,False
Africa (AF),417,0,Africa (AF),0.34543681144714355,False
Africa (AF),484,0,Africa (AF),0.357712984085083,False
Africa (AF),271,0,Africa (AF),0.3710060119628906,False
Africa (AF),389,0,Africa (AF),0.38254499435424805,False
Africa (AF),417,0,Africa (AF),0.3950169086456299,False
Africa (AF),484,0,Africa (AF),0.4098801612854004,False
Africa (AF),271,0,Africa (AF),0.4223470687866211,False
Antarctica (AN),535,0,Antarctica (AN),3.4325408935546875,False
Antarctica (AN),438,0,Antarctica (AN),3.445374011993408,False
Antarctica (AN),535,0,Antarctica (AN),0.4573371410369873,False
Antarctica (AN),438,0,Antarctica (AN),0.4688608646392822,False
Antarctica (AN),535,0,Antarctica (AN),0.4901309013366699,False
Antarctica (AN),438,0,Antarctica (AN),0.510775089263916,False
Antarctica (AN),535,0,Antarctica (AN),0.530432939529419,False
Antarctica (AN),438,0,Antarctica (AN),0.5424220561981201,False
Antarctica (AN),535,0,Antarctica (AN),0.552588939666748,False
Antarctica (AN),438,0,Antarctica (AN),0.5631139278411865,False
Antarctica (AN),535,0,Antarctica (AN),0.5755860805511475,False
Antarctica (AN),438,0,Antarctica (AN),0.5864698886871338,False
Antarctica (AN),535,0,Antarctica (AN),0.5967679023742676,False
Antarctica (AN),438,0,Antarctica (AN),0.6076600551605225,False
Antarctica (AN),535,0,Antarctica (AN),0.6181681156158447,False
Antarctica (AN),438,0,Antarctica (AN),0.6284730434417725,False
Antarctica (AN),535,0,Antarctica (AN),0.6386549472808838,False
Antarctica (AN),438,0,Antarctica (AN),0.6500589847564697,False
Antarctica (AN),535,0,Antarctica (AN),0.6602611541748047,False
Antarctica (AN),438,0,Antarctica (AN),0.6704859733581543,False
Antarctica (AN),535,0,Antarctica (AN),0.6825721263885498,False
Antarctica (AN),438,0,Antarctica (AN),0.6950409412384033,False
Antarctica (AN),535,0,Antarctica (AN),0.7054131031036377,False
Antarctica (AN),438,0,Antarctica (AN),0.7182209491729736,False
Antarctica (AN),535,0,Antarctica (AN),0.7291440963745117,False
Antarctica (AN),438,0,Antarctica (AN),0.7415568828582764,False
Antarctica (AN),535,0,Antarctica (AN),0.753136157989502,False
Antarctica (AN),438,0,Antarctica (AN),0.7641868591308594,False
Antarctica (AN),535,0,Antarctica (AN),0.7752079963684082,False
Antarctica (AN),438,0,Antarctica (AN),0.786081075668335,False
Antarctica (AN),535,0,Antarctica (AN),0.7971048355102539,False
Antarctica (AN),438,0,Antarctica (AN),0.807823896408081,False
Antarctica (AN),535,0,Antarctica (AN),0.8187479972839355,False
Antarctica (AN),438,0,Antarctica (AN),0.8293271064758301,False
Antarctica (AN),535,0,Antarctica (AN),0.8401448726654053,False
Antarctica (AN),438,0,Antarctica (AN),0.8528151512145996,False
Antarctica (AN),535,0,Antarctica (AN),0.8649380207061768,False
Antarctica (AN),438,0,Antarctica (AN),0.8752210140228271,False
Antarctica (AN),535,0,Antarctica (AN),0.887984037399292,False
Antarctica (AN),438,0,Antarctica (AN),0.8981838226318359,False
Antarctica (AN),535,0,Antarctica (AN),0.9085681438446045,False
Antarctica (AN),438,0,Antarctica (AN),0.9190478324890137,False
Antarctica (AN),535,0,Antarctica (AN),0.929250955581665,False
Antarctica (AN),438,0,Antarctica (AN),0.9417181015014648,False
Antarctica (AN),535,0,Antarctica (AN),0.9544100761413574,False
Antarctica (AN),438,0,Antarctica (AN),0.9649190902709961,False
Antarctica (AN),535,0,Antarctica (AN),0.975348949432373,False
Antarctica (AN),438,0,Antarctica (AN),0.9878451824188232,False
Antarctica (AN),535,0,Antarctica (AN),0.9979948997497559,False
Antarctica (AN),438,0,Antarctica (AN),1.0084128379821777,False
Antarctica (AN),535,97,Antarctica (AN),0.020535945892333984,True
Antarctica (AN),438,96,Antarctica (AN),0.03329586982727051,True
Antarctica (AN),535,192,Antarctica (AN),0.04507708549499512,True
Antarctica (AN),438,48,Antarctica (AN),0.057576894760131836,False
Antarctica (AN),535,96,Antarctica (AN),0.06941795349121094,True
Antarctica (AN),438,24,Antarctica (AN),0.08103609085083008,False
Antarctica (AN),535,48,Antarctica (AN),0.09170007705688477,False
Antarctica (AN),438,12,Antarctica (AN),0.10393905639648438,False
Antarctica (AN),535,24,Antarctica (AN),0.11541509628295898,False
Antarctica (AN),438,6,Antarctica (AN),0.12665915489196777,False
Antarctica (AN),535,12,Antarctica (AN),0.13839006423950195,False
Antarctica (AN),438,3,Antarctica (AN),0.15009403228759766,False
Antarctica (AN),535,6,Antarctica (AN),0.16253209114074707,False
Antarctica (AN),438,1,Antarctica (AN),0.17519783973693848,False
Antarctica (AN),535,3,Antarctica (AN),0.18663716316223145,False
Antarctica (AN),438,0,Antarctica (AN),0.1975240707397461,False
Antarctica (AN),535,1,Antarctica (AN),0.20992684364318848,False
Antarctica (AN),438,0,Antarctica (AN),0.22257685661315918,False
Antarctica (AN),535,0,Antarctica (AN),0.23313093185424805,False
Antarctica (AN),438,0,Antarctica (AN),0.2451190948486328,False
Antarctica (AN),535,0,Antarctica (AN),0.2577788829803467,False
Antarctica (AN),438,0,Antarctica (AN),0.26844120025634766,False
Antarctica (AN),535,0,Antarctica (AN),0.2804989814758301,False
Antarctica (AN),438,0,Antarctica (AN),0.2929708957672119,False
Antarctica (AN),535,0,Antarctica (AN),0.3056919574737549,False
Antarctica (AN),438,0,Antarctica (AN),0.31792593002319336,False
Antarctica (AN),535,0,Antarctica (AN),0.32920002937316895,False
