Server-Locale,Server-Response-Time,Server-Current-Load,Last-Request-Time-Delta,Overloaded
Africa (AF),434,0,134.31905508041382,False
Africa (AF),510,0,134.33061289787292,False
Africa (AF),323,0,134.34100604057312,False
Africa (AF),486,0,134.35371279716492,False
Africa (AF),434,0,0.3639969825744629,False
Africa (AF),510,0,0.3766200542449951,False
Africa (AF),323,0,0.3870398998260498,False
Africa (AF),486,0,0.39870405197143555,False
Africa (AF),434,0,0.4113590717315674,False
Africa (AF),510,0,0.4220459461212158,False
Africa (AF),323,0,0.43248891830444336,False
Africa (AF),486,0,0.4444160461425781,False
Africa (AF),434,0,0.454740047454834,False
Africa (AF),510,0,0.4673929214477539,False
Africa (AF),323,0,0.4781811237335205,False
Africa (AF),486,0,0.48890018463134766,False
Africa (AF),434,0,0.5015809535980225,False
Africa (AF),510,0,0.5142390727996826,False
Africa (AF),323,0,0.5263450145721436,False
Africa (AF),486,0,0.539003849029541,False
Africa (AF),434,0,0.5491588115692139,False
Africa (AF),510,0,0.5594720840454102,False
Africa (AF),323,0,0.5705740451812744,False
Africa (AF),486,0,0.582676887512207,False
Africa (AF),434,0,0.5931651592254639,False
Africa (AF),510,0,0.60365891456604,False
Africa (AF),323,0,0.616400957107544,False
Africa (AF),486,0,0.6271281242370605,False
Africa (AF),434,0,0.6397910118103027,False
Africa (AF),510,0,0.6504349708557129,False
Africa (AF),323,0,0.6606988906860352,False
Africa (AF),486,0,0.6710500717163086,False
Africa (AF),434,0,0.683521032333374,False
Africa (AF),510,0,0.6960189342498779,False
Africa (AF),323,0,0.707892894744873,False
Africa (AF),486,0,0.7184219360351562,False
Africa (AF),434,0,0.7305910587310791,False
Africa (AF),510,0,0.7408509254455566,False
Africa (AF),323,0,0.7522759437561035,False
Africa (AF),486,0,0.7639529705047607,False
Africa (AF),434,0,0.775853157043457,False
Africa (AF),510,0,0.7885780334472656,False
Africa (AF),323,0,0.8014020919799805,False
Africa (AF),486,0,0.8138821125030518,False
Africa (AF),434,0,0.824228048324585,False
Africa (AF),510,0,0.8349051475524902,False
Africa (AF),323,0,0.8472321033477783,False
Africa (AF),486,0,0.8581600189208984,False
Africa (AF),434,0,0.8689610958099365,False
Africa (AF),510,0,0.8816370964050293,False
Africa (AF),323,0,0.8928461074829102,False
Africa (AF),486,0,0.9031479358673096,False
Africa (AF),434,0,0.913693904876709,False
Africa (AF),510,0,0.9240419864654541,False
Africa (AF),323,0,0.9342930316925049,False
Africa (AF),486,0,0.9462010860443115,False
Africa (AF),434,0,0.9588620662689209,False
Africa (AF),510,0,0.9710798263549805,False
Africa (AF),323,0,0.9835400581359863,False
Africa (AF),486,0,0.9961578845977783,False
